,reviewer_id,product_id,reviewer_name,helpful_vote,total_votes,review_text,rating,summary,unix_review_time,review_time
66581,A2FF5PW1CZKZWQ,B000LM0X0Y,"Picky Piscetarian ""Picky Piscetarian""",0,1,I've been buying this product for about two years now and will continue to do so. It's a great shelf-stable probiotic that works great. And I love that they have a vegetarian version. Great product!,5.0,Repeat buyer,1354060800,"11 28, 2012"
177251,A8LEFDO3AKIJP,B002UF6NV8,"D. Salotti ""DS""",0,0,"I got these for all around housework -- for painting and staining, using lawn fertilizer and pesticide, etc.They work well for that purpose and the black color makes it feel less &#34;clinical&#34; and looks cooler when working.They do, however, tear at the cuff fairly often -- not so often that I tossed the box, but often enought that I can't give them more than a mediocre rating due to this quality issue.I'm trained as a scientist and spent several years as a chemist spending all day in and out of nitrile gloves -- the purple ones I used in the labs never tore -- I am going to try different brands because I know there is better quality ones out there.",3.0,OK quality; Some Ripping at the Cuff,1365984000,"04 15, 2013"
187764,A13MZ8L5DC4JHC,B0035R26A2,"Chelsea ""Chelsea H.""",80,92,"At first the XXX name made me think this was going to be a porn-like dirty game that would make the average woman embarrassed and turned off! But that is not the case at all. It is actually a great game that will get you changing things up a little bit, from the usual and routine.  There was only one card we agreed that we didn't want in the game. All the others worked well for our preferences.  After being married for 20 years, we welcomed this game into our relationship and look forward to many more nights (and/or days! :) when the kids are in school of fun & excitement!!  I recommend this game to all couples looking to spicen up their sexual relationship!",5.0,"Great game! Don't let the XXX throw you, this game was created for all couples!",1284854400,"09 19, 2010"
19537,A37428PPH6L8CI,B00027CBTY,Kelly H.,0,0,These work great! Can't live without them! Makes cleaning sooo much easier and quicker! Love to use them for the bathroom shower/tub.,5.0,Love these,1373328000,"07 9, 2013"
40053,A99LXWCJCKGH2,B000C7P4VG,"Andrea Frankel ""picky online shopper""",1,1,"These bags work fine, and since they use recycled plastic, are a better choice environmentally than the big commercial brands.  I also like that they have NO ADDED SCENT!  Buying by the case brings the cost down considerably.",4.0,better choice,1365552000,"04 10, 2013"
17632,A2RKV5POXHU4CX,B00020I7Q2,Satisfied Cust23,1,2,"I have been using this as part of a supplement stack for recovery from a broken ankle ever since surgery a month ago. I do believe this has helped on the recovery as I am about 3 weeks ahead of progress on it all and I can already walk on my foot with 13 screws and a plate in my ankle. I have been using this with Bromelain, Hawaiian Astaxanthin, Vitamin C and Calcium which all help with tendons, joints and recovery.",5.0,Great Zinc,1368662400,"05 16, 2013"
107937,AA9PPYMDF4M4Q,B0015R2W58,Jim Shorts,4,7,"I was thinking I was getting all healthy and buffing up my health machine using these and the great ingredients, i was told by an needler (accupuncturist) these are the best. But then I read they sold out...&#34;As you've probably heard, one of the darling companies of the natural products industry, New Chapter, has sold out to Procter & Gamble, a consumer products and drug company with a board of directors that include people with ties to Monsanto, Diebold, weapons manufacturers, Big Pharma companies, Chevron, the Federal Reserve and top global banks.&#34;",1.0,Sold out,1396828800,"04 7, 2014"
277978,A3IBLS0N2BO077,B007W17X5U,Jason M McCrea,0,0,My girlfriend is a bit of a compulsive hand washer. This made for a great gag gift and actually smells pretty darn good!,5.0,great gag gift,1396483200,"04 3, 2014"
219747,A2VRYQBXSTA424,B0049LUI9O,"Joshua T. Ebert ""Ebes""",0,0,"This trimmer is a great little trimmer! And &#8211;in the age of Amazon &#8211;it's especially good because of the price and no effort to get your hands on one. I use this for far more than my nose, and I love it. I read that you could, but that never dawned on me. I do ears, eyebrows, nose, and other precise areas of thinner hair.I love the results. It's small, quiet, and simple to use. Wish it was rechargeable, but it only takes a single AA battery, so I can't complain.",5.0,"5-Stars, My Nose Knows!",1399075200,"05 3, 2014"
44326,A1DEQHW5D9DARU,B000EMUDUQ,Reggie Hammond,0,0,"I had these and they worked fine. Once I lost them, I replaced them with a pair that cost about 75% less, and I'm just as happy.",2.0,overpriced,1378944000,"09 12, 2013"
147143,A3TQTYD0D6AUO3,B001QXC8JQ,Steve F,0,0,"I was skeptical about purchasing something other than Old Spice (using it for as long as I can remember) but I have to say, it's not that bad. The scent is nice, I don't sweat and it was inexpensive. Overall, I'm happy with the purchase. As far as longevity, it's not up to par with Old Spice. For me, it lasts between 10-12 hours and I'm a big guy, so I can live with that. Will purchase again.",4.0,Not bad for the money,1373587200,"07 12, 2013"
79130,A3SC4XMRTKY0LM,B000RBUE3A,Jim White,0,0,"If you buy for a first aid kit, do buy a hard plastic case for carry.  Pressure will activate the cold pack, and each is a one use item.  They have nice boxes for this here on amazon.",5.0,first aid kit must,1360281600,"02 8, 2013"
159025,A2ZBMLGSBYC8NP,B002AA2LD2,Kathleen,2,2,"I won't be writing my name in the snow with it, but I can now pee off the side of the boat without getting urine on me or the boat.  So...success!  If friends are around, steady yourself so you do not giggle yourself into a mess.",4.0,It takes some practice!,1370131200,"06 2, 2013"
334354,A3BTL4FV6ODKAT,B00HF3XSRW,"fredtownward ""The Analytical Mind; Have Brain...",0,1,"Ladies, don't tell him this is merely aGillette Venus Divine Sensitive Women's Razorwith a color change, and don't offer him one of your replacement cartridges to make up for all the times you've used his razor on your legs;... believe me, he'd rather not think about it!  However, the reason he's unlikely to find it as useful as you do is a matter of scale, not its pink and pastel origins.In order to reach similar levels of clear cutting, your average woman is going to be faced with a little weeding; your average man is going to be faced with some heavy duty power mowing, perhaps even a campaign of deforestation.  For the latter, power tools are probably going to be required like this one:Philips Norelco BG2038 Bodygroom Plus.However, unless your mower of choice comes with its own razor cartridge like this one does:Braun bodyCruzer Men's Body Groomer, Titanium, you won't be able to get quite as close a shave, and if you want to, this product might be just the thing to finish off with,...unless you'd rather keep using your lady's Gillette Venus when she isn't looking, that is.",4.0,A Weed Wacker When Only a Lawnmower May Do,1400112000,"05 15, 2014"
120508,A26LD9FQHTM8ZH,B001CCUJ92,OlyNomad,0,0,"I liked this product.  The only things that would keep me from buying it in this flavor is the artificial coloring, red dye 40 and sucralose it contains.  I avoid artificial dyes and sugars whenever I can.  But other than that, the taste is really good, the calories (50) are at a good level.  I'd just prefer a more natural ingredient list.  For those that don't mind artificial ingredients like I listed, I'd say this is definitely a good product and serves it's intended purposes.",4.0,Great product with two exceptions...,1232496000,"01 21, 2009"
259502,A11HIJSIM4NCZV,B0063KXEIG,richard bowman,0,0,Stain removal on some white garden clothes and ease of use. This out performs the spray on stain removers I've tried and willlast much longer. My parents used this when we were growing up and they had it right.,4.0,Does exactly what I wanted it for,1402704000,"06 14, 2014"
190648,A27O5ZUFAEWT9L,B0037KMI0U,No Zombies,0,0,"This detergent is great for cleaning whites and everything else.  It also leaves a nice, fresh scent.  You don't have to use a whole lot, so you can get a bunch of loads from one bottle.  Tide is probably the priciest laundry detergent out there, but it's very good.  Still, I wouldn't buy it at the regular price; I'd wait for a sale or coupon.",5.0,Cleans Well,1399161600,"05 4, 2014"
32103,A213O31IBH6US1,B0009EXPW2,"S. Porter-Bisbee ""SPB""",0,1,"I put it in my shake in the morning and on the cats food, we both have nicer hair, nails and skin.  LOL.",5.0,The cat and I are both enjoying this,1358467200,"01 18, 2013"
337693,ABNMD6670TV53,B00I1HAPI6,"R. Kolin ""Third Degree member since 1991""",0,0,"This gel deodorant has a nice scent, goes on easily and lasts throughout the day. It uses a ratcheting dial that pushes the gel through holes in the top. This allows you to regulate how much you want to use, although I do feel that the stick is used up quicker with this system. While I haven't experienced a staining problem, I'm concerned that the aluminum zirconium ingredients will result in underarm stains to my shirts. Time will tell on this concern.",4.0,Nice scent,1396483200,"04 3, 2014"
122745,A14EF1PPKMSEPU,B001DERRM6,"E. Brown ""EB""",0,0,"This is a nice little shaver, especially for the money. It feels solid & shaves closely.My only issues are the sideburn clippers & shaving my neck region. The sideburn clippers don't come up quite enough. The pivoting motion doesn't allow a close enough shave on my neck. I've seen better... but not for such an affordable price. This should put things in perspective.I like to get replacement parts for my shavers right up front. Finding such parts for this model hasn't proven very fruitful in my neck of the woods.Overall, a great buy for a shaver that doesn't do everything, but does the basics quite well.",4.0,Great bargain!,1277424000,"06 25, 2010"
329018,A3G7PAS30Q3VPF,B00G5K7L24,Jose,1,1,"I love this lubricant, easily to clean off and probably one of the best ones that I have ever purchased! It has a natural feeling to it so it feels amazing. I believe this is very high quality lubricant and I will plan to purchase in the future again!",5.0,One of the best lubes.,1399939200,"05 13, 2014"
198318,A1WBF5VZ8SLBYW,B003GWH60G,"Leslie Dandelion ""Leslie""",1,1,This is one of my favorite laundry detergents. It cleans well and smells great when the dryer is running. We have been very happy with Grabgreen.,5.0,Great Natural laundry Detergent,1378512000,"09 7, 2013"
122735,A3B20R4ZAH0Y2Y,B001DERRM6,"Dave Millman ""davemill""",0,0,"My previous rechargeable electric is a Braun, which works pretty well. But this Remington beats it on several fronts:1. It shaves closer. It's hard to compare a used razor with a new one, but even allowing that the blades on the Braun may need replacing, this Remington does a better job around the edges and when your beard is longer.2. It feels good in the hand. My Braun has a straight shape. This Remington is contoured to fit your hand better, and to present the foil cutting surface to your face better.3. Here's the special feature: Most electric razors have a push-out trimmer for side burns and other longer hair. The push-out trimmer on this Remington razor has blades facing in both directions, so it cuts when you slide it either direction on your face. In addition, when pushed out, the trimmer blades are aligned perfectly with the foil shave head.Here's why that is important. If you have an eighth-inch or more beard growth, electric razors usually struggle to cut it well. But with the trimmer blades that face both directions and the way the foil cutter head supports you when you are using the cutter blade, you can slide the whole razor easily across your face, cutting all the long hair in its path.If you look close at the main foil cutting surface on myBraun razor, you can see a tiny set of trimmer blades that face both directions, wedged in between the two foil sheets. These cannot cut long hair the way that the Remington does. I think this Remington razor, and perhaps other Remington models with the same feature, are far superior at cutting longer beard growth. Five stars!",5.0,Special feature that other electric razors don't have,1278288000,"07 5, 2010"
259362,A10HR0ECYKDNTN,B0062OHNYE,Maggie,0,0,"Not terrible but not the best I've found. Floss is the plastic tape kind that brakes easily, and in my opinion, doesn't get all of the food out of your teeth. Regret purchasing such a high quantity and wouldn't buy again. On a side note, I've known people that could only use this type of floss because of the tight spaces between their teeth.",3.0,Not great.,1404777600,"07 8, 2014"
212608,A33PADLCQO42DO,B003ZLDOZO,Mary Kay,1,1,"I was a little nervous about ordering this bed given the reviews. However, we are very pleased with this bed for home use. It is larger than an normal bed but, it seems well made and assembles very quickly and looks, well, rather great for the cost!!",5.0,very happy with this purchase!,1394409600,"03 10, 2014"
229341,A3NE86TIVJUKOX,B004M1BO3U,chazzzz,0,0,"My dentist recommended this toothbrush.  Since I began using it, my gums are much healthier and my teeth have less plaque when I go for a cleaning...as an added bonus, they seem to stay whiter, too.  I asked who would spend this much money for a toothbrush?  Now I know....I certainly will the next time I need one.",5.0,Everything it claims to be,1397606400,"04 16, 2014"
243706,A3AHW11AA5Y6LK,B00556HHSC,Draquul,0,0,"I bought these to help with dish washing chores...I develop skin rashes without gloves but these, while fine for heavy cleaning chores, are too heavy and clumsy for simple dish washing alone.  I hate giving them only three stars because they ARE well made...so read this review with that understanding.",3.0,Too stiff for simple dish washing chores...but well made,1392768000,"02 19, 2014"
135671,AOFY4KCH7702M,B001G7QVP4,Carolyn G. Mcnelly,0,0,"Aleve tablets in the easy open bottles are great!  The last few years, as I have aged, I have lost the ability to grip with both of my hands, and these bottles are very easy for me to get into.  Since I do not have any small children in the home, they are ideal.  Aleve is also a wonderful pain reliever for me - I normally take two during the night every night.",5.0,Easy Open Caps Are Great!,1401148800,"05 27, 2014"
275912,A1D7YYFRXJ6IAH,B007SORR3E,Sheila Scott,0,0,my husband said whoever did your pedicure deserves an extra tip!!! i took the money but we will keep it a secretthis is the secret.i'm so glad i found it!!!!! i give it a 10+++++++,5.0,great great!!!!,1353456000,"11 21, 2012"
146207,A35W3JQYP0M655,B001PLHRPO,"John Thomas... ""New England...USA""",40,49,"Like millions of other folks, sleep is not something that normally comes easily to me.  I have suffered from insomnia on some level for just about since the days I was being told by somebody when to go to bed.  A nightly ritual that includes sleeping pills in some form has been a routine now for years.  I long ago gave up prescription meds as an answer to the problem.  Not because they are expensive or that I am concerned about side effects.  But because I grew tired of keeping doctors rich by having to visit them every six months or so just to tell them that the same insomnia problem I have had for over 40 years is still with me.Although I have tried different brands and formulas of over the counter meds over the years, I have pretty much settled into some store brand version of Unisom now for quite some time.  Long ago I gave up wasting money on name brand meds, so it was just a question of hunting down the same ingredients in a store or generic brand.  At just around $15 for a two pack of the Members Mark, this is the best deal for this formula that I have been able to locate.  At 192 softgels an order, you are getting almost a full 7 month supply in one package if taken every day.  I have not seen any better deal in stores, or here on Amazon.  Also, keep in mind that despite another reviewer here that claims this is not the same Unisom formula, it is indeed the exact same ingredients as compared to the Unisom softgels.  (The tablets for some reason use a different active ingredient).  I have had excellent results with the softgel formula under a variety of labels for years now and this Members Mark brand is no exception.  I have been taking them for about two months and they do as an effective a job of putting me to sleep as any other I have tried.  As far as service, the delivery of this order was fast and with good communication.  I highly recommend the Members Mark twin pack if you are a regular user of either Unisom, or some equivalent of it.  Or if you are just new to needing something to help you get to sleep. They work well and are a great deal here on Amazon...",5.0,Best Deal On This Formula...,1267142400,"02 26, 2010"
92651,A1P2LRONLCFGYF,B0010H687Q,"Yasser Khalil ""Khalil23""",0,1,"I have very sensitive teeth so it is hard to find a whitening product that both whitens and doesn't make my teeth hurt.  This didn't bother my teeth at all, but it also didn't whiten then that much either.  I couldn't use it in the tanning bed bc the air from the tanning bed fan blowing on my teeth hurt too much (that's how sensitive they are).  I used it at home with the light provided.  Again absolutely no irritationg with the light and whitener but didn't make a big difference in whitening.",3.0,Meh..(my wife),1370131200,"06 2, 2013"
331710,A2V0I904FH7ABY,B00GSP6E0Q,XNOR,0,0,"I have used only 2 attachments from this(1) Nasal hair trimmer(2) Side burns trimmerAnd both these do an excellent job as much as what I get in my Panasonic trimmer.  Which one is better Panasonic or Conair ?  It is hard to say, I have been using Panasonic for over 10 years now and they literally last for ever  - except the batteries which I hate to change.The best part about Conair is the lithium ion batteries which is rechargeable, I have to see how long it lasts - so far, I am liking it !",5.0,Nice upgrade to my Panasonic trimmer,1392595200,"02 17, 2014"
30231,A8LNMJEXUT2VB,B0007VNZU4,"hp1480 ""hp1480""",2,2,"I often wonder why a product that doesn't seem to work for me seems to pick up 5 stars elsewhere .Well I approached this with hope ,since I love to take hot baths in the winters .As I age, the last couple of years has been hard trying to get out of the tub .So reading up on this bathtub bar I bought this with high expectations .It arrived and was easy to install ,appeared very solid .I took a bath ,at first it appeared that the device had decreased the width of the tub ,when I moved my hand to move the water around ,kept hitting my hand on the device .I also noticed that holding the bar (I also have a grab bar on the wall)and lowering myself down was causing a problem because of the height and had to let go and plop on the floor of the tub .Getting out was also hard ,I could not get the leverage to hoist myself up .In the end it was ok for steadying yourself as you climbed out from the tub .While this bar sounded promising it didn't do it for me ,in fact it made it worse since it decreases the area of the side of the tub when I swing a leg over the side as I sit on the side .Now I'm not knocking it because of poor construction ,it's a very solid piece of equipment and some seniors will find it very helpful .I could not adapt to it in a way that eased my exiting the tub .I thank Amazon as always allowed me to return it ,I hate returning anything but I just can't use it.Good luck if YOU can.",3.0,Probably good for some people,1393891200,"03 4, 2014"
70919,A1XPT6TAPFPPEM,B000NKI0V8,Mike60,5,5,This is a good brand and at 800mcg on the the subscription service it is a good price. Nature's Bounty is a legit provider.,4.0,Good Brand,1338681600,"06 3, 2012"
234986,A1OC3U7Y1AGFXB,B004SLFBCE,"betttina ""twitter dot com slash betttina""",1,3,"Even with the toilet, bathroom and bedroom doors closed, you can still smell this cleaner as you walk in the door. It's REALLY strong, which I do NOT like.",2.0,REALLY strong smell,1381968000,"10 17, 2013"
64881,A2UXYK1JXAN35J,B000KKMY5O,"Amazon Customer ""LGBTQQI Health IT""",0,0,I didn't need 100 razors but it was easier than going to the store and these did the job well.,5.0,"who needs 100 razors? not me, but it was easy and they are sharp",1370390400,"06 5, 2013"
279912,A1F9Q0XVCLOQWG,B0081KMBE4,impulseballer,0,0,So I thought this was going to be a stronger tasting sweetener. It smells fantastic and tastes ok but it's just not strong enough.,3.0,Watermelon is not strong enough for me,1392076800,"02 11, 2014"
227941,A1UFN6TLMASQ06,B004K2KYM8,D. Wigton,2,2,Neat concept but it does not work. It never reads my blood pressure accurately. I have another automatic blood pressure monitor that reads my pressure very different then this one that always aligns with what my doctors offices measure me. I have even taken the measurements from this item within a half hour of before or after visiting the doctors office because I wanted it to be a good tool.It is simply not accurate.,1.0,Not accurate,1360886400,"02 15, 2013"
89701,AKDXXW89ZLCJS,B000XB4M46,Cybele A. Baker,0,0,So we tried this and the sensation was interesting but not earth shattering. The premise seems simple one is for the woman and one the man it is supposed to create the ultimate reaction from each.We enjoyed using them but honestly the sensation was not much different than not using anything. There was tingly feeling tha felt like they had some kind of menthol or mint in the ladies version. Won't be buying this but won't throw out the ones we got either.,3.0,Interesting product,1224720000,"10 23, 2008"
146082,A2XXTGHE0YVZSZ,B001PBELQM,Niya,0,0,"I've tried this product twice. After one of the washes, I found a lot of detergent powder remaining in one of my measuring cups that I put in the washer. The powder didn't get dissolved or rinsed off properly. This is very dangerous! On the other hand, I've been a faithful user of Seventh Generation's ordinary, loose dishwashing powder for many months, and this kind of incident ""never"" happened with the loose, ordinary powder.",2.0,"I prefer the ""orginary"" dishwashing detergent by Seventh Generation",1240963200,"04 29, 2009"
340991,A2FU5LRHY17OY2,B00JFHYY42,CanHave,0,0,Clean My Shades(Eye Glasses) is just one of the thing's I can do with these incredible Microfiber Cleaning Cloth's. I can clean my PC screen with just a little moisture and then use another one to basically shammy it totally dry and streak free. I keep one in each of my vehicles to dust the dash and vent's. These have great dust attraction and hold of particles. Good for around the house. I am sure I'll find even more uses. Oh and you could clean your shades or blinds. Shipping was smooth and quick as well as direction's and follow up from this company!,5.0,Clean My Shades,1399248000,"05 5, 2014"
326542,A3NASV5WXD5GBJ,B00FA82IFW,Albert Maas,0,0,"I have used multiple kinds of omega 3 supplements, this one is perfect for me. There is no fishy aftertaste, instead it had a light lemon aftertaste. The size of bottle is a bargain for its price, and it is a quality product , highly recommend",5.0,excellent supplement,1398384000,"04 25, 2014"
306760,AQ1F3NP2G15S5,B00BB5YI0G,"puccagirl73 ""puccagirl73""",0,0,"Remington should take note that underpowered does not mean gentle, it means noisy and annoying.  I have used Remington products before and I find that because they want the razor or trimmer to be gentle the tool suddenly becomes less powerful.  Unfortunately if a razor is stronger and faster; the cut is cleaner and there is less pain or hassle.  They should also work on better blades, the blades on this trimmer are dull.  The exfoliator is a nice addition if only it was workable.  I get better use of my regular facial brush cleaner than this weak brush.  I prefer to wax than use this trimmer because even though waxing can be painful, the smoothness lasts longer.&#8195;",2.0,Weak and underpowered,1388966400,"01 6, 2014"
53671,A3PBY5FB5IQKFD,B000GFJJMO,Neatfreak,4,5,"I got both this product and an another 100% HA formula and use them interchangeably. The 100% formula is sort of watery and goes through immediately, but this one, while it is also absorbed rapidly, it's creamier, doesn't run as much, and leaves a healthy glow. It stings slightly, for a few seconds, esp. around the more sensitive skin by mouth and eyes, but doesn't cause irritation. I'd recommend shaking it well before use and wearing it under the usual moisturizer (because when used alone it makes the skin very shiny though not oily. Definitely improves skin, and the results are almost instant. A small objection about the scent (jasmine), a little overpowering at first (both hubs and son noticed, 'uh, what's that smell, oh it's you!'), but goes away quickly.",5.0,Nice moisturizer,1291939200,"12 10, 2010"
135149,A9RTRKZM3IEOY,B001G7QRC6,"M. Ross ""Bacchuskitty""",10,12,"I first used this during a trip to Mt. Lassen National Park in early spring, when the mosquitoes were out in force and they nearly sucked me dry.  I thought that I would be safe with wool long underwear and double-layered hiking pants.  I was mistaken.  Those little suckers drilled right through and I was covered by dozens, if not hundreds, of bites.  I itched like crazy even after washing and treating the bites first with alcohol and then with witch hazel.  I then used After Bite and the itchiness went away as if by magic.  Truly amazing stuff.  I understand that the active ingredient is just ammonia...  Whatever, it worked so well I put a full tube of this stuff in every first aid kit and emergency kit I have.The tube is about the diameter of a lib balm and about 1.5 times as long.  Unscrew the cap and there is an applicator pad that looks a little like a big white eraser.  Just rub that on the bite and presto!  No more itch.  I believe you can apply as needed, but I only needed one application per bite.  I haven't used a full tube yet, but it seems like it would last a good long while; you can hear the liquid inside if you shake it and the applicator allows only a small amount to cover your bite as you rub it on.If you are ever out in the woods and even remotely likely to be bitten or stung by an insect, have one of these with you.  I now consider this an essential addition to my camping and first aid kit.  Five stars-plus!",5.0,Amazing!,1294012800,"01 3, 2011"
301056,A2WI4GOCOOF3PK,B00ANKN1PI,"AppleGirl ""Canary""",0,0,This stuff is terrific. Make sure you take early in the day as it gives you a lot of energy.I saw this on Dr Oz and bought my bottle thru  Eden Pond. Received it very promptly.It also curbs your appetite.I highly recommend this product.canary girl,5.0,Astaxanthin,1397520000,"04 15, 2014"
191768,A2AT9LRDVXZG5C,B0038IYKHK,miss muffet,0,0,"I am amazed at how this product works.  I have tried EVERYTHING, including drugstore nasal products, but this particular product is on point.  I don't know who the reviewer was that said it was uncomfortable, but, I slept like a baby.  I forgot I had the thing in after a few minutes.  I had to trim it to fit my nose contour, but it is worth it.  Huge improvement with snoring, I woke up not groggy for the first time in months.  You cannot be lazy with this apparatus. If it doesn't fit your nasal cavity, trim it to your own comfort.  what I really like, is the fact that it is so soft and pliable, no sharp edges.  Great job who ever came up with this one. Cheers!",5.0,Don't understand the bad reviews,1370476800,"06 6, 2013"
19450,AKACGHPVILE9R,B00027CBTY,"Amazon Customer ""Euphemia""",3,15,Maybe I am not using these correctly.  But did not get the results I was hoping for.  Rag and water work better for me.,1.0,What is All the Hub Bub About,1314144000,"08 24, 2011"
82031,A2BYF3H0VJJ2D1,B000TN3UO6,tammy peters,0,0,Got these for my brother who wears hearing aids he says they work great he is very happy with these compared to other batteries we have tried that didn't last very long these last a full two days more which will save us money,5.0,works great,1360108800,"02 6, 2013"
254980,A1FKIG8J21RVDK,B005OLEUOM,mak,0,0,"I loved this product and felt it kick in quickly after taking it, dependent on body type and i'm a medium structure. I've tried numerous natural concentration products out but after trying this product out there was a significant difference and one can feel the quality of the product. This product does what it says and definitely gives you a much better focus, ability to better recall things and more alert! I would definitely recommend this to anyone experiencing ADHD like symptoms or needs a better edge at work or school as this has helped me greatly and am glad I have finally found a go to product to order!",5.0,Amazing concentration,1401667200,"06 2, 2014"
116586,A2NE7D8GC41UCL,B001AFDAU6,"Karen Amrhein ""Karen A.""",1,1,"This cushion was purchased for my husband, who says the following:""I use the cushion when I drive, because of lower-back pain I've suffered for half-a-year.  The support I get from the cushion is just what I need.  Pain from driving has been minimized.  I'm satisfied.""",4.0,Lumbar Jack,1310256000,"07 10, 2011"
89659,A2BIVNPP9EWM0A,B000X9P5GM,MML,0,0,"Seems to be helping with my arthritis in my hands.  I was taking two a day and it took a month before I realized it seemed to be helping.  Some days are better than others.  I use to take turmeric extract but I couldn't tolerate the taste, even in juice.  This makes it so much easier to tolerate.",4.0,RA relief,1398038400,"04 21, 2014"
143030,A3GQ8OBQJ7TJRE,B001LF39RO,Spring time,1,1,best I've tried ... and liquid 'feels' better than gels. not sure why. at least compared to the Salmon gels I take from Carlson ...I'll be taking liquid (not gels) from now on.,5.0,best I've tried ... and liquid 'feels' better than gels,1334534400,"04 16, 2012"
155231,AW6FQE5QRF2LM,B0026995KO,Tim Wachter,2,3,"my wife and i started trying to conceive after we were first married two+ years ago. it started out just like any newly-married couple would attack such a thing--lots and lots of practice. after about a year with no results, we started looking into methods and products that would assist with conception. she began buying tests for ovulation and pregnancy, and we started talking to a doctor. at first the advice she was given was simple: learn her cycle to figure out peak fertility. what better way of doing that than to test for ovulation, right? only thing was, the ovulation tests at walmart were expensive as all get-out, and you have to take several each month. twenty tests for $30 or more--just enough to last for a few months? ouch!so we eventually turned to amazon, and as usual, found a great alternative. this kit provided a huge amount of ovulation test strips, as well as offering the extra benefit of a handful of pregnancy tests. and the price was superb! when we purchased this kit, it was on sale for $18.99, and it has sold for as little as $10 at different times in the last 12 months.these tests are not hard to use. you just dip and lay them out for a couple minutes. they don't come with fancy applicators or wands to make them easier to handle, but a couple rounds of practice and they're not difficult at all to take or to read (according to my wife, at least). and they managed to accurately predict her ovulation stage every month, as well as giving a couple days of warning beforehand. the darkness of the second line determines if you are approaching ovulation, or if you are already there.another year goes by, and we had all but given up on having a baby. we'd done the clomid cycle and tried a couple other treatments, and were about out of options, short of seeing a fertility specialist. we stopped all treatments and stopped tracking her cycle. of course, that's when it happened. we finally conceived (finally!) a couple months ago. my wife says she just had a feeling one morning, that she needed to take a pregnancy test. we still had a couple types of them on hand, including the ""early results"" types, a couple cheap dollar store tests, and the ones in this kit. the early results test came back positive! then the race was on to see how many other tests would agree. using a dozen tests in 72 hours is just normal, right? :) while these tests didn't pick up the pregnancy hormones as quickly as the early results kind, they were a day ahead of the dollar store versions.getting pregnant isn't always as easy as it appears on tv. for some of us, it takes a lot of work and costs a lot of money, especially if you factor in fertility treatments and doctor visits. this little kit quite possibly saved us $100 over buying the same number of tests in the store. even with the small inconvenience in testing technique, that's still an amazing deal. i have already recommended this kit to friends, and will continue to do so for anyone trying to conceive.",5.0,huge money saver for high-volume ovulation test user!,1382313600,"10 21, 2013"
216806,AZA595ZPIG240,B0044C68JC,"Parker Knight ""Photo Geek""",0,0,"This fits into two different models of remote for Hunter brand ceiling fans. We have both brands one is hand held remote and other is wall fitted on existing switch. It fits both models. I trust Energizer. That being said, this works fine. It's like bread and butter something you rely on trust in and use it.",5.0,fits in Hunter brand remote for ceiling fan,1350864000,"10 22, 2012"
298492,A11I1I9QLMAM1A,B00A0J0A8I,S. Power,0,0,"This lotion really restores the moisture to my skin, especially in the hard dry winter months.  I'm not surprised that Dove would make a good after shave balm, since their whole company seems to be focused on moisturizing products.",4.0,Exactly what you'd expect from Dove.,1363996800,"03 23, 2013"
283133,AOTMP0OKJOUWI,B0087TNBUC,"Emily J. Morris ""Backroads""",0,1,"... these are little more than just another gimicky product for the panty liner sector.  The scent is overpowering and completely unnecessary for a pantyliner.  The absorbancy is decent, as is the stickiness factor (yes, I'm impressed at how they stay) but these are also more than a little complicated to work with, and the cost/benefit deal just doesn't add up.  Truth be told, I'm actually a pregant woman in my late twenties who selected these to help with spotting and whatnot, so these might just be more than I need. However, I showed them to a older neighbor who figures she would never bother using them.  Oh, they are nice enough, but there's nothing really impressive about them.",3.0,"Granted, I might not be at the level required for these, but...",1346112000,"08 28, 2012"
57167,AQC89ZNYQP1W3,B000GOUZUA,Phil,1,2,"This is my first NO product. I decided to skip NO Explode since many people say it could damage your kidneys. Glad I purchased this alternative. Here's my review:TASTE: Fruit punch is excellent. There is somewhat of a bitter aftertaste, but it's not that bad. Just wash it away with water.MIXABILITY: Mixes very easily with a spoon. No need for a blender. Took me 5 sec. Incredible.RESULTS: Using it every day, I can definitely see results. I'm able to lift heavier than before with more reps. Before using this I was lifting 20lb. dumbbells. Now I'm able to lift 40lb. dumbbells.Overall, it simply works and it lasts a long time. I'm still on my first tub. Definitely would buy again.",5.0,Shockingly good!,1254355200,"10 1, 2009"
306820,A3MCHHM3FVE7BN,B00BBJQDT6,waltS,0,0,I always order King of Shaves. Best gel ever. Goes on clear which is what I like most.I like to be able to see throught the gel so I can see where I'm shaving. Little bit goes a long way. Walt,5.0,The only shave gel I use!,1382140800,"10 19, 2013"
220960,A3EA8VIL7TP0K6,B004AMX8SK,Madhu,8,10,"I have 4 thermometers. One basal thermometer, one CVS brand, one walgreens brand and the Gurin ear thermometer. Before the ear thermometer, I relied on the basal thermometer as it matched the readings taken at docs office. CVS and Walgreens were always 2 degrees less than actual.Basal thermometer takes a long time to measure. With a new born at home, the long wait for the readings was a problem. After lots of research, I bought the gurin ear thermometer. Iam very happy with my purchase. the readings are accurate and fast.Pros:quick readingsnot complicated, easy to usedon't have to buy replacement parts to keep it functioningvery small, does not occupy much space in the diaper bagCons:have to hold ear at an angle - a very minor conI will update this review if anything changes",5.0,Accurate readings,1331596800,"03 13, 2012"
